Title,Year,Runtime,IMDB_Rating,Metascore,Votes,Description,Decade,Rating_Category,Runtime_Category
Avatar,2009,162,7.8,83.0,34709,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,2000,Good,Long (120–180 min)
Mr. Nobody,2009,141,7.8,63.0,34709,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",2000,Good,Long (120–180 min)
Apocalypto,2006,139,7.8,68.0,34709,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",2000,Good,Long (120–180 min)
The Fall,2006,117,7.8,64.0,34709,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",2000,Good,Standard (90–120 min)
Little Miss Sunshine,2006,101,7.8,80.0,34709,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,2000,Good,Standard (90–120 min)
Hot Fuzz,2007,121,7.8,81.0,34709,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",2000,Good,Long (120–180 min)
The Curious Case of Benjamin Button,2008,166,7.8,70.0,34709,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",2000,Good,Long (120–180 min)
Veer-Zaara,2004,192,7.8,67.0,34709,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",2000,Good,Epic (>180 min)
Pride & Prejudice,2005,129,7.8,82.0,34709,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",2000,Good,Long (120–180 min)
The World's Fastest Indian,2005,127,7.8,68.0,34709,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",2000,Good,Long (120–180 min)
Tokyo Godfathers,2003,92,7.8,73.0,34709,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",2000,Good,Standard (90–120 min)
Serenity,2005,119,7.8,74.0,34709,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,2000,Good,Standard (90–120 min)
Crash,2004,112,7.8,66.0,34709,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",2000,Good,Standard (90–120 min)
The Chorus,2004,97,7.8,56.0,34709,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,2000,Good,Standard (90–120 min)
Walk the Line,2005,136,7.8,72.0,34709,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",2000,Good,Long (120–180 min)
The Notebook,2004,123,7.8,53.0,34709,"A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences.",2000,Good,Long (120–180 min)
The Last Samurai,2003,154,7.8,55.0,34709,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,2000,Good,Long (120–180 min)
The Motorcycle Diaries,2004,126,7.8,75.0,34709,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,2000,Good,Long (120–180 min)
Lilya 4-Ever,2002,109,7.8,82.0,34709,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",2000,Good,Standard (90–120 min)
Millennium Actress,2001,87,7.8,70.0,34709,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,2000,Good,Short (<90 min)
Cowboy Bebop: The Movie,2001,115,7.8,61.0,34709,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",2000,Good,Standard (90–120 min)
Joint Security Area,2000,110,7.8,58.0,34709,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",2000,Good,Standard (90–120 min)
Remember the Titans,2000,113,7.8,48.0,34709,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,2000,Good,Standard (90–120 min)
All About My Mother,1999,101,7.8,87.0,34709,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",1990,Good,Standard (90–120 min)
Cast Away,2000,143,7.8,73.0,34709,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,2000,Good,Long (120–180 min)
The Insider,1999,157,7.8,84.0,34709,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,1990,Good,Long (120–180 min)
October Sky,1999,108,7.8,71.0,34709,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",1990,Good,Standard (90–120 min)
Being John Malkovich,1999,113,7.8,90.0,34709,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,1990,Good,Standard (90–120 min)
Gattaca,1997,106,7.8,64.0,34709,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,1990,Good,Standard (90–120 min)
Hamlet,1996,242,7.8,78.69,34709,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",1990,Good,Epic (>180 min)
Breaking the Waves,1996,159,7.8,76.0,34709,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",1990,Good,Long (120–180 min)
Ed Wood,1994,127,7.8,70.0,34709,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",1990,Good,Long (120–180 min)
Tombstone,1993,130,7.8,50.0,34709,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",1990,Good,Long (120–180 min)
The Sandlot,1993,101,7.8,55.0,34709,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",1990,Good,Standard (90–120 min)
The Remains of the Day,1993,134,7.8,86.0,34709,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,1990,Good,Long (120–180 min)
Ninja Scroll,1993,94,7.8,78.69,34709,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,1990,Good,Standard (90–120 min)
The Fugitive,1993,130,7.8,87.0,34709,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",1990,Good,Long (120–180 min)
A Bronx Tale,1993,121,7.8,80.0,34709,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,1990,Good,Long (120–180 min)
Batman: Mask of the Phantasm,1993,76,7.8,78.69,34709,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,1990,Good,Short (<90 min)
Boyz n the Hood,1991,112,7.8,76.0,34709,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",1990,Good,Standard (90–120 min)
Misery,1990,107,7.8,75.0,34709,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",1990,Good,Standard (90–120 min)
Awakenings,1990,121,7.8,74.0,34709,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",1990,Good,Long (120–180 min)
Kiki's Delivery Service,1989,103,7.8,83.0,34709,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",1980,Good,Standard (90–120 min)
Glory,1989,122,7.8,78.0,34709,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",1980,Good,Long (120–180 min)
The Killer,1989,111,7.8,82.0,34709,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,1980,Good,Standard (90–120 min)
Crimes and Misdemeanors,1989,104,7.8,77.0,34709,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,1980,Good,Standard (90–120 min)
Back to the Future Part II,1989,108,7.8,57.0,34709,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",1980,Good,Standard (90–120 min)
Mississippi Burning,1988,128,7.8,65.0,34709,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,1980,Good,Long (120–180 min)
Predator,1987,107,7.8,45.0,34709,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1980,Good,Standard (90–120 min)
Ferris Bueller's Day Off,1986,103,7.8,61.0,34709,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",1980,Good,Standard (90–120 min)
